koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag
CANDIDATE,,0,0,0,2.38000,3.4600e+01,0.78,2699.0,12545.82,26.70,6510.00,4.256,1.2280,12.361
FALSE POSITIVE,0.0000,0,0,1,5.49000,2.7100e+01,0.42,1172.0,447.52,16.70,5433.00,4.550,0.7690,12.632
FALSE POSITIVE,0.0000,0,0,1,10.05000,1.9860e+02,1.26,618.0,34.52,10.50,5853.00,4.544,0.8680,15.407
FALSE POSITIVE,0.0000,0,1,0,10.96900,4.6496e+05,67.11,579.0,26.55,2008.10,5642.00,4.498,0.9030,13.592
CANDIDATE,,0,0,0,3.26800,1.5590e+02,1.34,667.0,46.80,6.70,6263.00,4.404,1.0190,15.000
FALSE POSITIVE,,1,0,0,12.43000,3.0690e+02,1.83,254.0,0.99,10.30,6316.00,4.413,1.0360,14.131
CANDIDATE,0.9510,0,0,0,1.97300,1.6600e+02,0.65,532.0,18.89,8.90,3914.00,4.748,0.5150,15.516
FALSE POSITIVE,0.0000,0,1,0,4.88748,1.4952e+05,61.66,1404.0,918.39,1398.80,6367.00,4.419,1.0870,14.154
CANDIDATE,,0,0,0,4.14900,1.6170e+02,3.53,1256.0,587.82,9.40,6801.00,3.833,2.6370,10.896
FALSE POSITIVE,0.0000,1,0,0,13.55000,3.3900e+01,0.86,1107.0,354.37,6.70,7225.00,4.281,1.4140,13.087
FALSE POSITIVE,,0,1,0,21.82600,1.2660e+02,1.66,906.0,159.50,28.30,5349.00,4.044,1.5050,13.994
FALSE POSITIVE,0.0000,1,0,1,29.09000,9.2200e+01,1.88,976.0,214.85,39.00,5948.00,4.106,1.4320,13.219
FALSE POSITIVE,,1,0,0,6.66600,1.2264e+04,39.52,1994.0,3735.52,118.70,5371.00,4.403,0.9490,14.684
FALSE POSITIVE,0.0000,0,0,1,1.32200,5.4800e+01,0.90,1991.0,3730.45,10.80,5869.00,4.274,1.2210,14.174
FALSE POSITIVE,0.0000,0,1,0,8.16330,9.3038e+04,101.02,1829.0,2649.52,217.00,5210.00,3.778,1.9460,13.024
FALSE POSITIVE,,0,1,0,24.20500,5.7320e+03,64333.80,491.0,13.70,96.00,5087.00,3.183,5.8990,13.925
CANDIDATE,0.4130,0,0,0,5.58800,1.0170e+02,0.22,509.0,15.69,17.60,3325.00,5.364,0.1090,15.673
FALSE POSITIVE,,1,0,0,8.19000,5.6500e+02,4.30,328.0,2.74,8.30,6668.00,4.074,1.7910,13.845
CANDIDATE,0.9930,0,0,0,4.71200,5.7660e+02,1.86,444.0,9.19,13.90,5481.00,4.592,0.7780,15.857
FALSE POSITIVE,0.0000,1,0,0,9.06000,4.3200e+01,0.49,1316.0,709.80,15.50,5074.00,4.536,0.7610,12.763
FALSE POSITIVE,0.0000,0,0,0,3.05400,2.2700e+01,0.68,1801.0,2494.14,9.30,6195.00,4.106,1.4050,13.386
FALSE POSITIVE,0.0000,1,0,0,1.95401,2.1245e+04,48.15,2083.0,4459.03,1582.90,5999.00,4.423,1.0420,12.723
FALSE POSITIVE,0.0000,0,1,0,5.74622,1.8283e+05,96.65,2056.0,4215.56,904.80,6951.00,4.119,1.6620,13.451
FALSE POSITIVE,0.0000,0,1,0,4.65638,6.2755e+04,114.45,1004.0,240.38,1951.80,5684.00,3.788,2.2490,11.511
FALSE POSITIVE,0.0000,0,1,0,2.99104,4.7188e+04,78.60,2137.0,4939.80,560.00,6226.00,4.135,1.5940,11.766
FALSE POSITIVE,,1,0,0,0.99600,7.0400e+02,0.54,753.0,75.82,9.80,3229.00,5.080,0.2010,16.670
FALSE POSITIVE,0.0000,1,0,0,5.54300,1.9800e+02,1.27,1900.0,3084.60,54.00,5488.00,4.584,0.7890,15.524
FALSE POSITIVE,0.0000,1,0,1,2.79000,1.8900e+01,0.64,2755.0,13656.59,12.40,6130.00,4.151,1.3930,13.379
FALSE POSITIVE,0.0000,0,1,0,3.65814,3.3698e+05,67.17,712.0,60.89,1143.60,5385.00,4.369,1.0020,15.213
FALSE POSITIVE,0.0000,1,0,1,4.93700,6.0900e+01,0.75,2204.0,5608.62,18.70,5949.00,4.493,0.9620,15.328
CANDIDATE,0.5320,0,0,0,2.84000,3.5300e+01,0.60,1137.0,395.05,6.90,6088.00,4.456,1.0110,13.922
FALSE POSITIVE,0.0000,0,1,0,4.59630,3.3091e+05,52.93,701.0,57.04,2025.20,5838.00,4.529,0.8970,15.488
FALSE POSITIVE,0.2760,0,1,0,3.34624,6.1542e+04,32.19,1850.0,2761.65,2493.30,6586.00,4.319,1.2190,12.450
CANDIDATE,0.9870,0,0,0,2.99700,2.3980e+02,1.87,585.0,27.73,8.80,5884.00,4.306,1.2100,14.908
CANDIDATE,0.3580,0,0,0,7.27200,4.4530e+02,2.01,288.0,1.63,12.00,4934.00,4.515,0.8090,14.784
FALSE POSITIVE,,1,0,0,3.03500,4.3800e+01,0.87,2297.0,6581.45,9.90,6558.00,4.239,1.2800,13.835
FALSE POSITIVE,,1,0,1,0.16700,4.3000e+01,2.99,3550.0,37526.28,8.00,6157.00,3.827,2.3060,11.626
FALSE POSITIVE,0.0000,0,1,0,7.07032,2.0526e+05,61.56,1132.0,388.56,3250.00,5945.00,4.168,1.3330,13.232
FALSE POSITIVE,0.0000,0,1,0,19.94990,2.1910e+05,142.04,753.0,75.91,3272.40,5261.00,3.506,2.9430,12.479
FALSE POSITIVE,0.0030,0,1,0,2.73115,2.0527e+04,112.28,2317.0,6804.42,1412.40,6757.00,3.842,2.6150,11.211
FALSE POSITIVE,0.0000,0,1,0,4.45731,7.1589e+04,30.85,747.0,73.51,982.30,6008.00,4.440,1.0060,14.524
FALSE POSITIVE,0.0000,0,1,0,3.54768,5.3462e+05,83.69,1627.0,1658.35,742.80,5960.00,4.371,1.0730,15.187
CANDIDATE,0.9810,0,0,0,1.82300,9.8700e+01,1.08,1178.0,455.98,10.30,6220.00,4.398,1.0830,14.541
FALSE POSITIVE,0.0000,0,1,0,2.62200,2.7800e+01,1.13,2498.0,9242.43,14.40,6839.00,4.003,2.0200,12.491
FALSE POSITIVE,0.0000,0,1,0,4.14104,1.4139e+05,149.52,1371.0,834.79,6579.30,6258.00,3.882,2.1110,12.121
FALSE POSITIVE,0.0000,0,1,0,2.79860,4.0248e+04,47.48,1251.0,580.05,308.50,5815.00,4.349,0.9690,13.681
FALSE POSITIVE,0.0000,0,1,0,4.48540,1.7707e+05,52.00,1548.0,1362.14,368.80,5846.00,4.472,0.9530,14.932
CANDIDATE,,0,0,0,2.05000,,,,,,,,,15.365
FALSE POSITIVE,0.0000,1,0,0,3.94306,4.5635e+05,49.49,582.0,27.16,3072.50,4268.00,4.602,0.6800,14.117
CANDIDATE,,0,0,0,15.39000,2.3070e+02,1.15,237.0,0.75,8.60,5606.00,4.597,0.7600,14.713
CANDIDATE,0.9330,0,0,0,7.15600,8.0200e+01,1.05,785.0,89.86,9.00,5457.00,4.239,1.1960,14.750
FALSE POSITIVE,,0,0,1,8.18000,1.2510e+02,1.04,811.0,102.05,8.80,5219.00,4.441,0.9050,15.223
FALSE POSITIVE,0.0000,0,1,0,5.31810,1.3666e+05,96.85,2725.0,13078.76,520.30,7053.00,3.958,2.1210,13.549
FALSE POSITIVE,0.0000,0,0,1,6.15700,3.3700e+02,1.85,930.0,176.51,14.50,6092.00,4.471,0.9980,15.790
FALSE POSITIVE,,1,0,0,1.89000,,,,,,,,,13.806
FALSE POSITIVE,0.0000,0,1,0,4.48893,2.5976e+05,62.69,1264.0,604.21,5742.00,6253.00,4.271,1.1810,13.038
FALSE POSITIVE,0.0000,0,1,0,4.38191,7.3050e+05,267.59,3771.0,47811.67,3732.80,8011.00,3.773,2.9270,13.651
CONFIRMED,1.0000,0,0,0,2.80000,,,,99.24,,,,,12.920
FALSE POSITIVE,0.0000,0,1,0,2.97400,1.6770e+05,57.56,1947.0,3416.07,240.10,5780.00,4.438,1.0000,17.206
CANDIDATE,,0,0,0,2.29700,1.6810e+02,0.96,962.0,202.75,8.20,5654.00,4.607,0.7370,15.457
FALSE POSITIVE,0.0000,0,1,0,5.27765,4.6452e+05,57.97,597.0,30.05,1496.80,5622.00,4.588,0.7780,13.564
FALSE POSITIVE,0.0000,0,1,0,5.83451,2.0268e+05,44.78,943.0,187.00,2368.60,5655.00,4.386,0.9920,14.170
FALSE POSITIVE,0.0000,0,1,1,4.08690,2.1223e+03,28.44,1713.0,2023.36,390.80,5662.00,4.524,0.8630,14.713
FALSE POSITIVE,0.0000,0,1,0,3.53230,4.8798e+03,256.20,2434.0,8306.90,337.20,5149.00,3.109,6.6190,13.942
CANDIDATE,0.9960,0,0,0,0.87400,5.5470e+02,1.51,667.0,46.85,11.40,4137.00,4.625,0.6470,14.849
FALSE POSITIVE,0.0190,0,1,0,2.46683,6.9814e+04,59.71,1728.0,2109.03,1243.70,6525.00,4.381,1.1610,13.898
FALSE POSITIVE,0.0000,0,1,0,2.28210,2.5302e+04,68.65,2959.0,18153.51,511.40,6486.00,4.174,1.4560,13.698
FALSE POSITIVE,0.0000,0,1,0,42.73700,1.0030e+03,89.55,1246.0,570.64,154.40,6956.00,3.738,2.8880,11.308
FALSE POSITIVE,0.0000,0,1,0,4.24027,4.1838e+05,56.59,1241.0,560.57,1495.40,5605.00,4.486,0.8540,13.231
FALSE POSITIVE,0.0000,0,0,1,2.24900,1.2730e+02,0.91,1177.0,453.48,8.90,5546.00,4.575,0.8100,15.301
FALSE POSITIVE,,0,0,0,2.70600,1.6330e+02,0.81,1003.0,238.81,7.80,5110.00,4.674,0.6370,15.894
FALSE POSITIVE,0.0000,0,1,0,7.29811,3.4594e+05,110.46,1190.0,474.09,6499.90,6060.00,4.059,1.6430,13.878
CANDIDATE,1.0000,0,0,0,6.04400,1.9930e+02,1.41,830.0,111.98,10.40,6077.00,4.471,0.9990,15.193
FALSE POSITIVE,0.0000,0,1,0,3.36034,6.0039e+04,47.02,1157.0,423.13,964.80,5819.00,4.501,0.8610,15.715
FALSE POSITIVE,0.0000,0,0,1,22.86000,9.6730e+02,28.22,221.0,0.56,15.30,5334.00,4.372,1.0040,15.259
FALSE POSITIVE,,1,0,0,1.79900,4.3400e+01,0.90,2274.0,6321.20,10.80,5945.00,4.196,1.3460,14.808
CANDIDATE,0.8910,0,0,0,2.05700,2.2100e+02,0.84,579.0,26.50,9.10,3883.00,4.725,0.5170,15.840
CANDIDATE,0.9460,0,0,0,4.72000,9.7500e+01,1.79,1113.0,362.75,10.30,5597.00,3.963,1.6990,14.600
CANDIDATE,0.8990,0,0,0,4.02600,9.5600e+01,1.55,1529.0,1294.06,12.30,5557.00,4.037,1.6160,14.943
CANDIDATE,0.9990,0,0,0,3.27100,5.8440e+02,10.39,303.0,2.01,11.80,3638.00,4.844,0.4200,15.855
FALSE POSITIVE,0.0000,0,0,0,2.50100,8.2900e+01,0.70,746.0,73.27,5.30,4914.00,4.610,0.7240,13.260
CANDIDATE,0.8420,0,0,0,4.15400,1.9270e+02,20.91,963.0,202.91,9.60,5846.00,4.278,1.2400,14.915
FALSE POSITIVE,0.0000,0,1,0,7.28770,4.1516e+05,191.42,2701.0,12609.03,1351.50,7563.00,3.883,2.6380,12.119
FALSE POSITIVE,0.0000,1,0,1,10.99400,1.5820e+02,1.98,1979.0,3627.61,33.60,5910.00,4.318,1.1240,14.956
FALSE POSITIVE,0.0000,0,1,0,3.31024,2.4989e+04,55.69,1436.0,1003.75,757.00,6338.00,4.256,1.2470,12.084
FALSE POSITIVE,0.0000,0,0,1,4.12400,7.2200e+01,5.65,2615.0,11065.06,17.80,5321.00,3.158,6.6690,13.498
FALSE POSITIVE,0.0000,1,0,0,4.51300,1.0590e+02,0.85,1135.0,392.05,9.10,5481.00,4.508,0.8350,15.669
FALSE POSITIVE,0.0000,0,1,0,3.03316,1.2964e+05,121.59,855.0,126.35,3361.50,5146.00,3.986,1.6260,13.391
FALSE POSITIVE,0.0000,0,1,0,5.62797,1.8272e+05,45.20,734.0,68.54,2003.10,6208.00,4.454,1.0240,15.291
FALSE POSITIVE,0.0040,0,0,1,1.27100,7.5300e+01,1.90,3049.0,20544.64,23.30,5445.00,3.776,2.1170,13.755
FALSE POSITIVE,0.0000,0,1,0,5.84235,2.7614e+05,78.30,1316.0,709.74,732.50,6228.00,4.277,1.2260,13.501
FALSE POSITIVE,0.0000,0,1,0,3.72320,1.0469e+05,110.91,2649.0,11612.14,454.10,5908.00,3.865,2.0330,13.988
FALSE POSITIVE,0.0000,0,1,0,3.82433,5.3046e+04,42.15,1159.0,425.90,696.50,6322.00,4.444,0.9890,14.355
FALSE POSITIVE,0.0000,0,1,0,15.43080,3.4041e+05,62.08,527.0,18.30,4578.30,5291.00,4.423,0.9260,12.450
FALSE POSITIVE,0.0000,0,1,0,7.83910,1.9383e+05,157.82,2657.0,11792.22,967.70,7823.00,3.885,2.6750,11.108
FALSE POSITIVE,0.0000,0,0,1,4.71300,6.4600e+01,0.92,1866.0,2861.14,13.00,6249.00,4.428,1.0760,15.005
FALSE POSITIVE,0.0000,0,0,1,5.44000,4.2800e+01,0.70,1743.0,2172.96,12.00,5930.00,4.436,0.9970,14.712
FALSE POSITIVE,0.0020,0,0,1,2.64300,1.3410e+02,20.96,5714.0,251387.46,10.80,4981.00,2.437,18.3740,13.915
FALSE POSITIVE,0.0000,0,1,0,5.00420,1.3138e+04,21.57,746.0,73.09,796.50,6373.00,4.438,1.0470,13.718
FALSE POSITIVE,0.0000,0,1,0,4.35647,2.0522e+05,81.10,994.0,230.53,3617.50,5931.00,4.196,1.3490,13.752
FALSE POSITIVE,0.0000,0,0,1,1.89200,2.5100e+01,0.51,1854.0,2791.09,9.60,5339.00,4.503,0.7930,13.426
FALSE POSITIVE,0.0000,0,1,0,5.72501,3.9327e+05,138.54,2715.0,12833.03,1728.10,5807.00,3.930,1.9090,11.378
CANDIDATE,0.9970,0,0,0,2.29700,1.5310e+02,1.17,1280.0,633.57,9.80,5778.00,4.480,0.9350,15.668
FALSE POSITIVE,0.0000,0,1,0,5.32432,1.4375e+05,53.00,674.0,48.89,2642.20,6136.00,4.487,0.9330,14.293
FALSE POSITIVE,0.0000,0,1,0,2.78220,2.9364e+05,37.93,693.0,54.59,553.00,4348.00,4.601,0.6780,15.953
CANDIDATE,0.7860,0,0,0,1.40100,1.2360e+02,1.07,1422.0,965.40,9.30,6231.00,4.488,0.9550,15.225
FALSE POSITIVE,0.0000,1,0,1,17.67000,2.6150e+02,1.30,685.0,51.91,23.60,5497.00,4.577,0.8090,15.639
FALSE POSITIVE,0.0000,1,0,1,50.68000,1.4790e+02,1.66,1205.0,499.09,35.70,6225.00,4.450,1.0310,15.604
FALSE POSITIVE,0.0000,0,1,0,7.06797,4.8943e+04,46.92,1053.0,290.46,3181.50,6020.00,3.860,2.0970,13.645
FALSE POSITIVE,0.0000,0,0,0,5.76200,7.1000e+01,3.13,1399.0,905.00,10.10,5473.00,3.796,2.1620,13.712
FALSE POSITIVE,0.0000,0,1,0,8.52557,5.2695e+05,68.52,631.0,37.55,3487.50,5547.00,4.447,0.9180,14.904
FALSE POSITIVE,0.6100,0,1,0,2.56725,4.0368e+04,46.27,2097.0,4569.67,679.80,5885.00,4.413,0.9330,14.726
FALSE POSITIVE,0.0000,0,1,0,2.80468,3.0545e+05,39.98,1553.0,1371.12,1509.30,5220.00,4.578,0.6950,13.826
FALSE POSITIVE,0.0000,0,1,0,3.40234,4.1255e+05,43.50,1293.0,660.96,1054.40,5058.00,4.651,0.6080,14.454
FALSE POSITIVE,0.0000,0,1,0,4.42150,7.8714e+04,89.71,1096.0,341.36,1307.00,6047.00,4.246,1.2110,13.272
FALSE POSITIVE,0.0010,0,0,1,5.62800,2.5220e+02,42.47,1126.0,379.75,19.10,6881.00,4.301,1.3510,13.542
FALSE POSITIVE,0.0000,1,0,0,2.20000,4.9300e+01,0.66,2040.0,4113.39,15.60,5691.00,4.544,0.8870,14.702
FALSE POSITIVE,0.0000,1,0,0,8.61629,4.8349e+05,99.05,1737.0,2156.25,2121.80,6508.00,4.287,1.3120,13.432
FALSE POSITIVE,0.0000,0,1,1,3.88000,4.8200e+01,0.74,1479.0,1131.64,13.60,6158.00,4.455,1.0260,14.244
FALSE POSITIVE,0.0000,1,0,0,1.62600,8.9700e+01,0.55,1344.0,774.11,27.00,4208.00,4.662,0.5830,12.663
FALSE POSITIVE,0.0000,0,1,0,4.03025,2.5148e+05,49.53,1288.0,651.03,2338.30,5932.00,4.580,0.7950,13.969
CANDIDATE,0.9970,0,0,0,1.24000,2.6310e+02,1.88,840.0,117.90,10.80,5767.00,4.316,1.1590,15.082
FALSE POSITIVE,0.0000,0,0,0,1.22000,,,,392.81,,,,,13.072
FALSE POSITIVE,0.0000,1,0,0,6.19000,2.0000e+02,1.49,1921.0,3220.92,45.90,5593.00,4.584,0.7520,15.644
FALSE POSITIVE,0.0000,1,0,0,3.75200,1.2910e+02,23.19,2313.0,6742.52,17.00,6108.00,4.466,1.0300,15.972
FALSE POSITIVE,0.0000,1,0,0,13.95300,4.9618e+04,91.26,971.0,210.02,1292.00,5154.00,3.461,3.9810,12.850
FALSE POSITIVE,0.0000,0,1,0,2.45449,1.6876e+04,30.54,1490.0,1160.98,939.50,5009.00,4.584,0.6900,15.314
CANDIDATE,0.9780,0,0,0,1.68300,4.6100e+01,0.84,1389.0,879.95,10.10,5763.00,4.256,1.2420,13.359
FALSE POSITIVE,0.0000,0,1,0,4.17680,4.1109e+04,61.04,755.0,76.63,285.40,6287.00,4.231,1.2800,15.032
CANDIDATE,0.9430,0,0,0,3.02400,9.6400e+01,1.08,1072.0,312.61,8.70,6214.00,4.442,1.0760,15.186
FALSE POSITIVE,,1,0,0,25.65000,2.2730e+02,1.63,234.0,0.71,7.10,6103.00,4.391,1.0300,14.733
FALSE POSITIVE,0.0000,0,0,1,1.30100,5.0800e+01,0.41,1473.0,1116.90,11.00,5037.00,4.689,0.5680,14.001
CANDIDATE,0.9900,0,0,0,3.98700,7.4600e+01,0.85,888.0,147.24,9.50,5618.00,4.449,0.9690,14.320
FALSE POSITIVE,0.1670,0,1,0,2.95200,2.5470e+02,1.14,1566.0,1416.91,20.50,5176.00,4.589,0.6810,15.156
FALSE POSITIVE,0.0000,0,1,0,7.59461,1.6139e+05,67.43,1502.0,1199.89,2274.70,6234.00,4.351,1.1590,12.156
FALSE POSITIVE,0.0000,0,0,0,5.77100,4.0800e+01,0.99,1663.0,1807.48,12.40,6276.00,4.170,1.3530,13.562
FALSE POSITIVE,0.0000,1,0,0,15.18000,2.9200e+01,15.68,2946.0,17781.51,27.90,6742.00,3.688,3.1380,12.232
CANDIDATE,0.8420,0,0,0,2.32000,3.5400e+01,0.62,1364.0,818.81,10.70,5821.00,4.421,1.0360,13.564
CANDIDATE,,0,0,0,4.78400,1.0330e+02,1.01,927.0,174.36,8.40,6146.00,4.497,0.9430,15.382
CANDIDATE,,0,0,0,2.19700,2.2830e+02,1.45,661.0,45.26,7.90,6146.00,4.497,0.9430,15.382
FALSE POSITIVE,,0,1,0,17.32690,2.4323e+05,31.30,440.0,8.86,2829.00,5231.00,4.721,0.5440,14.594
FALSE POSITIVE,0.0000,0,1,0,5.00309,1.2156e+05,50.28,1542.0,1333.24,1545.80,6105.00,4.412,1.0250,13.281
FALSE POSITIVE,0.0000,0,0,1,3.74300,5.9500e+01,0.63,1326.0,727.84,13.00,4895.00,4.502,0.8280,14.877
FALSE POSITIVE,0.0000,0,0,1,3.48440,3.1000e+01,0.96,2395.0,7802.17,5.00,6600.00,4.047,1.6810,13.191
FALSE POSITIVE,0.0000,0,0,1,3.99700,2.7820e+02,28.37,5080.0,157611.61,31.40,5154.00,2.435,16.4860,13.504
FALSE POSITIVE,0.0000,0,0,1,3.08800,1.7490e+02,16.03,4529.0,99175.88,11.90,4601.00,2.321,12.5810,12.295
FALSE POSITIVE,0.0000,0,0,1,3.98700,7.8400e+01,0.67,1369.0,832.33,16.10,5309.00,4.595,0.7630,14.818
FALSE POSITIVE,0.0000,0,1,1,4.08100,6.0900e+01,0.84,1727.0,2096.92,16.40,6108.00,4.471,0.9970,14.835
FALSE POSITIVE,0.0000,1,0,0,61.23000,4.5450e+02,28.97,1040.0,276.30,109.90,6543.00,4.382,1.1590,12.039
CANDIDATE,0.7560,0,0,0,1.96500,1.6650e+02,1.18,1623.0,1643.57,13.30,5849.00,4.517,0.9190,15.674
FALSE POSITIVE,0.0080,0,1,0,4.05370,5.0163e+04,29.61,1646.0,1741.01,239.20,5888.00,4.167,1.2190,13.945
CONFIRMED,0.9940,0,0,0,3.86600,1.4310e+03,3.29,577.0,26.17,15.60,4406.00,4.643,0.6280,16.324
FALSE POSITIVE,0.0000,1,0,0,2.57000,5.4000e+01,1.42,3181.0,24045.87,5.10,6328.00,4.035,1.8640,13.390
CANDIDATE,,0,0,0,1.12700,1.9170e+02,1.21,670.0,47.65,6.50,5472.00,4.440,0.8770,14.801
FALSE POSITIVE,0.0000,0,1,0,7.16170,1.9228e+05,58.48,659.0,44.55,5083.90,6151.00,4.473,0.9830,12.325
FALSE POSITIVE,0.0000,0,1,0,13.39910,8.3468e+04,24.35,535.0,19.39,1595.10,5845.00,4.558,0.8380,15.354
CANDIDATE,,0,0,0,3.42600,2.1040e+02,1.20,432.0,8.23,8.30,5357.00,4.503,0.8140,15.174
FALSE POSITIVE,0.0000,0,1,0,3.40790,5.6751e+03,32.62,1039.0,275.68,197.50,5845.00,4.541,0.8740,14.690
FALSE POSITIVE,,1,0,0,2.10200,1.0290e+02,2.50,993.0,229.66,6.20,6581.00,3.824,2.4200,13.570
CANDIDATE,0.9720,0,0,0,2.71400,1.5070e+02,1.04,942.0,186.43,9.90,5699.00,4.553,0.8530,15.289
FALSE POSITIVE,0.0000,0,1,0,18.45310,9.0166e+05,406.97,1925.0,3246.20,4885.30,7598.00,3.867,2.6920,13.533
FALSE POSITIVE,0.0000,0,1,0,8.04610,1.7703e+04,47.96,864.0,131.55,1364.90,5524.00,3.693,2.7340,13.032
FALSE POSITIVE,,0,0,0,4.95400,1.5710e+02,1.17,945.0,188.41,10.10,5475.00,4.426,0.9230,15.379
FALSE POSITIVE,0.0000,0,1,1,4.29100,3.2040e+02,18.93,1980.0,3647.63,94.00,5693.00,4.570,0.8160,13.766
FALSE POSITIVE,0.0000,0,1,0,13.68170,5.1693e+05,83.50,1551.0,1371.02,1694.60,6315.00,4.292,1.1080,14.187
FALSE POSITIVE,0.0000,0,1,0,15.04020,2.0249e+05,43.15,519.0,17.15,4750.20,6003.00,4.507,0.9320,14.291
FALSE POSITIVE,0.0000,0,1,0,7.89000,7.6700e+01,1.80,2340.0,7086.50,68.20,6823.00,4.040,2.0370,12.655
CANDIDATE,0.9390,0,0,0,0.54200,4.7700e+01,0.74,1034.0,270.25,6.00,5061.00,4.488,0.8410,12.218
CANDIDATE,0.9940,0,0,0,3.30800,6.5800e+01,0.82,1168.0,439.57,10.30,5579.00,4.389,1.0290,14.736
CANDIDATE,0.9960,0,0,0,2.15500,2.2750e+02,1.18,1047.0,284.82,10.10,5311.00,4.588,0.7880,15.901
CANDIDATE,0.9990,0,0,0,2.09200,2.9390e+02,1.73,755.0,76.96,9.40,5492.00,4.389,1.0160,15.331
CANDIDATE,0.6190,0,0,0,4.73000,1.5210e+02,1.43,582.0,27.17,8.30,6002.00,4.424,1.0810,14.710
CANDIDATE,0.8860,0,0,0,2.16200,8.1200e+01,0.48,747.0,73.50,9.80,4671.00,4.721,0.5280,14.363
CANDIDATE,0.9960,0,0,0,4.27100,1.3480e+02,1.32,1046.0,283.25,9.80,6321.00,4.417,1.1250,15.438
CANDIDATE,1.0000,0,0,0,1.07200,1.1180e+02,1.46,1840.0,2705.58,9.10,5481.00,4.369,1.0360,15.114
CANDIDATE,0.7090,0,0,0,3.61600,8.9700e+01,2.06,1074.0,313.87,9.30,5623.00,3.877,2.1090,14.024
FALSE POSITIVE,0.0000,0,1,0,6.97960,1.1462e+05,84.49,2051.0,4186.71,724.00,8529.00,4.249,1.5580,13.444
CANDIDATE,0.4520,0,0,0,2.80000,2.8160e+02,1.36,914.0,165.12,8.10,5704.00,4.575,0.8040,15.902
FALSE POSITIVE,0.0000,0,1,0,2.28280,3.8007e+04,22.11,1016.0,252.13,87.90,5448.00,4.497,0.7940,15.371
FALSE POSITIVE,0.0000,0,0,1,5.89100,6.8400e+01,0.99,1673.0,1856.23,10.30,6387.00,4.410,1.1050,15.343
FALSE POSITIVE,0.0000,0,1,0,9.43866,6.6283e+05,446.29,2946.0,17809.19,3316.50,8104.00,3.675,3.3690,13.636
FALSE POSITIVE,0.0000,0,1,1,7.27500,7.0800e+01,0.89,2046.0,4119.09,37.90,6122.00,4.471,0.9960,13.614
FALSE POSITIVE,0.0000,1,0,1,2.73200,9.1600e+01,0.83,2072.0,4335.56,12.60,5495.00,4.495,0.8820,15.630
FALSE POSITIVE,,1,0,0,16.60000,3.4290e+02,1.94,331.0,2.82,11.70,6363.00,4.444,1.0350,13.718
FALSE POSITIVE,0.0010,0,0,1,3.05300,1.2100e+02,1.01,1079.0,319.94,10.00,5807.00,4.524,0.9220,15.146
FALSE POSITIVE,0.0020,0,0,1,1.22100,3.6000e+01,2.12,2858.0,15781.19,11.90,5176.00,3.534,3.6050,11.942
FALSE POSITIVE,0.0000,0,1,0,2.74503,4.1072e+05,51.97,1347.0,775.90,524.80,4524.00,4.566,0.7370,15.929
FALSE POSITIVE,0.0000,0,1,0,3.42480,2.4016e+05,45.91,1223.0,530.79,459.90,4926.00,4.548,0.7490,13.871
FALSE POSITIVE,0.0000,0,1,0,3.01179,1.1844e+05,74.50,660.0,44.91,2594.90,5757.00,4.134,1.3450,12.869
FALSE POSITIVE,0.0000,0,1,0,1.09100,4.9700e+02,1.88,764.0,80.51,14.70,5301.00,4.528,0.8400,15.639
FALSE POSITIVE,0.0000,0,1,0,1.27300,2.0680e+02,0.85,493.0,13.95,8.90,3929.00,4.705,0.5500,15.109
FALSE POSITIVE,,0,1,1,19.78100,1.1530e+02,1.14,823.0,108.46,26.80,5925.00,4.412,1.0660,13.854
FALSE POSITIVE,,1,0,0,28.08300,2.9648e+03,4.72,599.0,30.49,122.00,4922.00,4.576,0.7040,15.902
FALSE POSITIVE,0.0000,1,0,1,29.12200,9.3600e+02,8.43,1551.0,1369.63,49.60,8691.00,4.072,2.1930,12.625
FALSE POSITIVE,0.0000,1,0,1,24.98000,3.7890e+02,2.17,755.0,76.90,36.00,5853.00,4.529,0.8950,15.710
FALSE POSITIVE,0.0000,0,1,0,7.55830,1.2388e+05,40.11,1486.0,1154.88,1280.30,6596.00,4.400,1.0940,13.280
FALSE POSITIVE,0.0000,0,1,0,7.32320,1.2542e+05,55.26,1642.0,1714.88,877.80,6363.00,4.456,1.0120,14.889
FALSE POSITIVE,,0,0,1,2.61900,2.3200e+01,0.47,1961.0,3494.52,12.90,5606.00,4.390,0.9620,13.292
FALSE POSITIVE,0.0000,1,0,1,3.37100,7.6700e+01,0.19,680.0,50.92,13.40,3256.00,5.071,0.2070,15.237
FALSE POSITIVE,0.0000,0,0,0,3.48900,1.2590e+02,1.02,1447.0,1035.27,14.20,5952.00,4.554,0.8440,13.978
FALSE POSITIVE,0.0000,0,0,1,3.02550,5.5500e+01,0.79,1552.0,1372.36,3.40,5779.00,4.364,0.9900,13.294
FALSE POSITIVE,0.0000,0,0,1,2.35500,1.6490e+02,1.08,815.0,104.49,10.90,5631.00,4.557,0.8470,15.197
FALSE POSITIVE,0.0000,0,1,0,4.66961,3.7620e+05,69.18,1507.0,1221.98,2731.00,6153.00,4.405,1.0000,14.280
