koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag
CANDIDATE,,0,0,0,31.27400,1.3677e+03,5.89,292.0,1.73,61.70,5796.00,4.120,1.4440,13.642
CONFIRMED,0.9910,0,0,0,18.50300,2.6680e+02,3.42,511.0,16.17,29.00,6207.00,3.963,2.0970,13.038
CONFIRMED,0.9980,0,0,0,1.80690,1.3520e+02,1.17,1156.0,421.61,23.40,5405.00,4.374,1.0220,13.615
FALSE POSITIVE,0.0460,0,1,0,7.53850,2.8066e+04,40.35,1263.0,601.60,425.60,5463.00,3.790,2.4450,16.209
FALSE POSITIVE,0.0000,0,1,1,2.73910,2.7217e+03,4.86,1426.0,974.10,63.70,5751.00,4.508,0.9400,15.373
CONFIRMED,1.0000,0,0,0,8.45590,4.6349e+03,5.17,456.0,10.19,155.00,5123.00,4.523,0.7790,15.703
FALSE POSITIVE,0.0000,0,0,1,1.85960,2.1920e+02,1.29,1611.0,1588.89,45.50,5639.00,4.551,0.8590,14.495
CONFIRMED,0.9980,0,0,0,3.51700,4.7740e+02,1.95,767.0,81.77,38.00,5676.00,4.548,0.8200,14.743
FALSE POSITIVE,0.0000,0,1,1,2.39400,1.0410e+02,1.25,1680.0,1878.10,19.30,5580.00,4.223,1.2050,13.945
CONFIRMED,1.0000,0,0,0,3.80770,1.2440e+04,12.05,1302.0,679.75,100.80,6322.00,4.426,1.0750,15.439
FALSE POSITIVE,0.9640,0,0,1,1.94050,4.7026e+03,18.66,2654.0,11675.38,269.80,6324.00,3.800,2.3120,13.056
FALSE POSITIVE,0.0000,1,0,0,3.42090,6.4960e+03,15.25,356.0,3.81,63.40,4457.00,4.767,0.4810,15.187
FALSE POSITIVE,0.0000,0,1,1,2.91700,4.4568e+03,35.80,564.0,23.97,78.70,5908.00,4.507,0.9200,15.582
FALSE POSITIVE,0.0000,0,1,1,5.63000,4.2660e+02,3.28,1434.0,1001.35,76.40,6506.00,4.336,1.2170,13.055
FALSE POSITIVE,0.7620,0,1,0,0.88750,1.0381e+03,97.36,3689.0,43709.08,202.20,5679.00,3.565,3.1420,13.501
CONFIRMED,1.0000,0,0,0,2.02950,6.4340e+02,1.38,569.0,24.74,20.80,3968.00,4.714,0.5480,15.950
CONFIRMED,1.0000,0,0,0,2.29110,4.1740e+02,1.58,977.0,215.46,27.90,5311.00,4.588,0.7880,15.764
FALSE POSITIVE,0.0000,0,0,1,2.99100,5.4730e+02,2.74,883.0,144.12,34.00,5815.00,4.540,0.8770,15.240
CONFIRMED,1.0000,0,0,0,3.08960,2.3189e+03,4.56,881.0,142.63,116.20,5188.00,4.400,0.9730,15.471
CONFIRMED,1.0000,0,1,0,7.03515,7.3823e+03,77.76,1485.0,1150.61,603.00,5313.00,2.936,9.3270,13.224
CONFIRMED,1.0000,0,0,0,1.88880,7.0540e+02,2.74,1237.0,553.53,45.50,5188.00,4.400,0.9730,15.471
CONFIRMED,1.0000,0,0,0,2.85790,2.3988e+03,5.34,567.0,24.53,56.70,5188.00,4.400,0.9730,15.471
CONFIRMED,1.0000,0,0,0,2.00600,1.3574e+03,2.90,657.0,43.96,53.20,5177.00,4.590,0.7980,15.386
CONFIRMED,1.0000,0,0,0,3.41018,2.2697e+03,4.91,899.0,154.25,437.50,5356.00,4.338,1.0550,13.549
FALSE POSITIVE,0.0000,0,1,0,3.57600,3.4720e+03,19.68,317.0,2.38,37.50,3900.00,4.727,0.5340,15.970
CONFIRMED,1.0000,0,0,0,3.67500,4.4200e+02,2.01,938.0,183.15,23.10,5922.00,4.474,0.9610,15.242
FALSE POSITIVE,0.0000,1,0,0,4.19040,1.8904e+04,38.98,296.0,1.81,66.70,5367.00,3.783,2.0570,14.645
FALSE POSITIVE,0.0000,0,0,1,3.65900,2.5400e+02,1.17,844.0,119.70,17.10,5037.00,4.547,0.7510,15.162
FALSE POSITIVE,,1,0,0,5.00000,,,,,,,,,13.620
FALSE POSITIVE,0.0000,0,0,0,0.92600,3.1790e+02,1.37,1471.0,1109.79,21.70,5409.00,4.609,0.7460,15.732
CONFIRMED,,0,0,0,3.64960,1.4790e+03,3.93,758.0,78.19,302.20,5575.00,4.521,0.9320,13.113
CONFIRMED,1.0000,0,0,0,1.45980,1.2647e+03,1.65,615.0,33.76,47.80,3789.00,4.781,0.4600,15.438
CONFIRMED,0.9900,0,0,0,1.36920,1.6323e+03,2.05,484.0,12.95,39.60,3789.00,4.781,0.4600,15.438
CONFIRMED,0.9920,0,0,0,2.66570,1.6298e+03,1.87,301.0,1.95,28.90,3789.00,4.781,0.4600,15.438
FALSE POSITIVE,,0,0,0,2.38570,2.0177e+03,26.35,2503.0,9283.34,170.00,5665.00,4.554,0.8430,15.822
CONFIRMED,0.9980,0,0,0,5.68970,5.5530e+02,2.00,448.0,9.54,66.80,5192.00,4.489,0.8730,13.040
FALSE POSITIVE,0.0000,0,0,1,2.75900,2.5170e+02,1.44,1282.0,638.05,27.20,5970.00,4.564,0.7960,15.282
CANDIDATE,0.9960,0,0,0,5.36980,4.6480e+02,2.32,621.0,35.08,33.10,5944.00,4.380,1.0820,14.143
CONFIRMED,1.0000,0,0,0,2.10590,3.6950e+02,0.74,425.0,7.73,18.30,3569.00,4.861,0.3890,15.649
FALSE POSITIVE,0.0000,0,0,1,2.95700,7.9800e+01,1.19,1551.0,1366.57,26.70,6180.00,4.262,1.2230,13.475
CONFIRMED,1.0000,0,0,0,2.27530,7.7770e+02,2.31,996.0,232.65,50.70,5052.00,4.480,0.8550,15.733
FALSE POSITIVE,1.0000,0,1,1,2.50480,1.8677e+03,4.43,1096.0,340.69,156.50,5330.00,4.495,0.8470,15.361
CONFIRMED,1.0000,0,0,0,5.98500,5.3740e+02,2.40,672.0,48.23,27.30,6297.00,4.448,1.0310,15.083
CONFIRMED,0.9990,0,0,0,6.89400,6.8090e+02,2.70,578.0,26.34,28.90,6297.00,4.448,1.0310,15.083
FALSE POSITIVE,0.0000,0,1,1,3.44700,1.2730e+03,4.42,674.0,48.72,36.70,6014.00,4.494,0.9580,15.163
FALSE POSITIVE,0.0000,0,1,0,7.53837,4.7303e+04,19.81,985.0,222.23,2561.10,6038.00,4.524,0.8980,15.670
FALSE POSITIVE,0.0000,0,0,1,2.34990,8.6140e+02,3.78,1727.0,2103.09,63.00,5741.00,4.491,0.8930,15.381
FALSE POSITIVE,0.0000,0,1,0,1.25200,7.1410e+02,19.07,1965.0,3537.27,93.30,5572.00,4.597,0.7620,15.348
CONFIRMED,0.9950,0,0,0,3.15180,1.4730e+03,2.04,454.0,10.07,35.90,4719.00,4.753,0.5020,15.759
CONFIRMED,1.0000,0,0,0,4.44810,5.6540e+02,4.39,1163.0,432.90,50.40,5897.00,3.980,1.8600,14.500
FALSE POSITIVE,0.0000,0,1,1,2.11880,3.0850e+02,1.35,1474.0,1119.90,44.30,5222.00,4.528,0.7630,14.867
CANDIDATE,0.0000,0,0,0,5.61500,5.1050e+02,28.15,905.0,158.42,32.90,6161.00,4.454,1.0530,15.220
CONFIRMED,1.0000,0,0,0,2.59100,4.1830e+02,1.67,804.0,98.81,19.00,4999.00,4.490,0.8430,15.692
CONFIRMED,0.6950,0,0,0,2.19000,3.0230e+02,1.42,938.0,182.90,16.20,4999.00,4.490,0.8430,15.692
CONFIRMED,0.8210,0,0,0,1.25920,2.2460e+02,1.25,1414.0,945.12,16.50,4999.00,4.490,0.8430,15.692
CONFIRMED,1.0000,0,0,0,5.04600,1.8230e+02,2.07,984.0,221.34,27.70,6071.00,4.202,1.4100,13.908
CONFIRMED,0.9980,0,0,0,6.22000,1.2550e+02,1.71,756.0,77.24,14.30,6071.00,4.202,1.4100,13.908
FALSE POSITIVE,,1,0,0,1.29000,,,,,,,,,15.602
CONFIRMED,1.0000,0,0,0,1.83610,7.6700e+01,0.90,2099.0,4572.56,38.70,5718.00,4.395,1.0370,13.326
CONFIRMED,1.0000,0,0,0,3.41670,2.1020e+02,1.22,759.0,78.35,36.70,5528.00,4.499,0.8530,13.404
CONFIRMED,0.9970,0,0,0,3.24500,1.2410e+02,0.94,850.0,123.40,25.60,5528.00,4.499,0.8530,13.404
CONFIRMED,1.0000,0,0,0,3.65670,1.5851e+03,1.83,298.0,1.87,53.80,3755.00,4.781,0.4610,15.190
CONFIRMED,1.0000,0,0,0,3.98400,9.0750e+02,2.37,530.0,18.72,35.60,5474.00,4.605,0.7490,15.598
FALSE POSITIVE,0.9130,0,1,0,5.41382,1.3715e+04,21.95,778.0,86.74,1405.60,6129.00,3.991,1.7860,13.325
CONFIRMED,1.0000,0,0,0,4.01680,1.1459e+03,3.24,775.0,85.15,66.70,5997.00,4.522,0.9040,15.485
CANDIDATE,0.9930,0,0,0,2.15663,3.4514e+04,8.31,286.0,1.59,607.40,3748.00,4.796,0.4490,15.798
CONFIRMED,1.0000,0,0,0,3.48720,2.1414e+03,4.18,642.0,40.03,116.20,4954.00,4.462,0.8850,15.223
CONFIRMED,1.0000,0,0,0,3.52520,3.2690e+03,5.94,720.0,63.52,456.80,5356.00,4.338,1.0550,13.549
CONFIRMED,0.9890,0,0,0,3.58500,1.5790e+02,2.36,1537.0,1317.96,19.00,5897.00,3.980,1.8600,14.500
FALSE POSITIVE,0.0000,0,0,1,1.12640,7.1240e+02,2.93,1045.0,282.64,43.00,5238.00,4.598,0.7640,15.028
CONFIRMED,1.0000,0,0,0,4.44500,8.2690e+02,3.24,679.0,50.32,46.00,5568.00,4.413,0.9660,15.007
FALSE POSITIVE,0.0000,0,0,1,2.76000,1.5870e+02,37.99,1246.0,570.93,17.40,5300.00,3.690,2.1240,13.838
FALSE POSITIVE,,1,0,0,3.79000,,,,,,,,,10.266
CONFIRMED,1.0000,0,0,0,3.54800,3.2580e+02,1.52,875.0,138.46,21.60,5795.00,4.554,0.8480,15.302
FALSE POSITIVE,0.9830,0,1,0,3.68950,2.2500e+03,7.62,855.0,126.57,170.10,6968.00,4.310,1.3330,13.682
FALSE POSITIVE,0.0000,0,0,1,1.33620,1.8580e+02,1.19,1564.0,1413.91,34.70,5668.00,4.552,0.8490,14.415
CONFIRMED,0.9930,0,0,0,1.84000,3.0680e+02,0.90,502.0,15.01,12.60,3975.00,4.753,0.5090,15.233
CONFIRMED,1.0000,0,0,0,6.63300,4.6920e+02,2.21,641.0,39.94,36.10,6036.00,4.396,1.0170,14.609
FALSE POSITIVE,0.0000,0,1,1,4.02450,2.1330e+03,36.87,2103.0,4636.91,238.60,6307.00,4.391,1.1330,14.909
CONFIRMED,1.0000,0,0,0,7.76430,9.5690e+02,4.32,879.0,141.00,200.00,5774.00,4.159,1.4120,13.397
FALSE POSITIVE,0.0000,0,1,1,3.45100,8.2670e+04,14.45,557.0,22.67,314.10,3801.00,4.776,0.4880,13.987
FALSE POSITIVE,0.0000,1,0,0,2.07171,3.3117e+04,57.77,2351.0,7193.72,578.60,6340.00,4.434,1.0580,14.539
CANDIDATE,0.8710,0,0,0,7.98574,1.4447e+04,26.06,1626.0,1656.16,1441.90,7226.00,3.967,2.0790,12.628
FALSE POSITIVE,0.0000,0,0,1,6.65220,2.9366e+03,25.54,1508.0,1222.25,549.50,5252.00,4.596,0.7160,14.658
FALSE POSITIVE,0.0000,0,1,0,1.52610,3.0189e+03,5.65,1298.0,672.92,179.00,5337.00,4.486,0.8250,15.290
CONFIRMED,0.9820,0,0,0,3.96160,1.1408e+03,3.05,470.0,11.50,41.90,4954.00,4.462,0.8850,15.223
CONFIRMED,1.0000,0,0,0,2.19790,1.5252e+03,1.94,514.0,16.54,56.60,3731.00,4.750,0.4980,15.801
CONFIRMED,1.0000,0,0,0,2.37420,1.3676e+03,1.83,451.0,9.76,44.80,3731.00,4.750,0.4980,15.801
CONFIRMED,1.0000,0,0,0,3.30020,1.9251e+03,2.17,328.0,2.73,46.40,3731.00,4.750,0.4980,15.801
CONFIRMED,0.9680,0,0,0,1.67760,6.1410e+02,1.23,652.0,42.53,28.60,3731.00,4.750,0.4980,15.801
CONFIRMED,0.9960,0,0,0,0.66880,8.4330e+02,1.47,1026.0,262.51,45.30,3731.00,4.750,0.4980,15.801
FALSE POSITIVE,0.0000,0,1,0,6.43450,1.0510e+04,38.81,566.0,24.18,628.10,6161.00,4.281,1.2550,12.899
FALSE POSITIVE,0.0000,0,0,1,2.05430,6.3970e+02,18.93,1837.0,2677.36,42.90,5414.00,4.625,0.7140,15.996
CONFIRMED,1.0000,0,0,0,4.66400,1.0062e+03,2.70,632.0,37.82,29.50,5687.00,4.538,0.8600,15.762
FALSE POSITIVE,0.0000,0,0,1,3.92300,8.1960e+02,1.71,590.0,28.69,39.70,4502.00,4.668,0.6210,15.156
CONFIRMED,1.0000,0,0,0,1.89230,8.2010e+02,1.86,641.0,40.07,51.70,4252.00,4.640,0.6320,14.496
CONFIRMED,1.0000,0,0,0,1.98110,3.1510e+02,2.03,1165.0,435.21,67.50,5356.00,4.338,1.0550,13.549
FALSE POSITIVE,0.0000,0,1,1,1.15070,4.9938e+03,26.93,1477.0,1124.35,272.00,5286.00,4.604,0.7060,15.577
CONFIRMED,0.9340,0,0,0,10.12890,8.2441e+03,9.83,434.0,8.41,318.30,5822.00,4.351,1.0810,14.696
CONFIRMED,1.0000,0,0,0,2.69690,1.8434e+03,5.10,835.0,114.59,90.10,5822.00,4.351,1.0810,14.696
FALSE POSITIVE,0.0000,0,1,1,1.64770,4.9520e+03,72.52,1211.0,509.55,180.60,6089.00,4.044,1.7950,14.010
FALSE POSITIVE,0.0000,0,1,0,19.29200,7.0190e+03,9.84,829.0,111.67,56.00,6384.00,4.419,1.0860,15.148
FALSE POSITIVE,,0,0,0,2.38080,2.0251e+03,31.52,2509.0,9374.09,236.90,5973.00,4.465,1.0160,14.784
FALSE POSITIVE,0.0000,0,0,1,6.55100,1.7175e+03,149.71,3303.0,28084.15,365.70,5438.00,3.424,4.3190,13.964
FALSE POSITIVE,0.0000,0,0,1,6.78800,4.0250e+02,2.08,1075.0,316.00,30.70,6341.00,4.446,1.0330,15.403
CONFIRMED,0.8940,0,0,0,5.79600,2.4866e+03,5.40,383.0,5.09,61.90,5043.00,4.470,0.8810,15.332
CONFIRMED,1.0000,0,0,0,3.56410,1.1548e+03,2.77,629.0,36.95,38.00,5333.00,4.620,0.7280,15.987
CONFIRMED,1.0000,0,0,0,3.74190,3.8520e+02,1.94,947.0,189.98,35.10,5334.00,4.372,1.0040,14.678
CONFIRMED,1.0000,0,0,0,2.73160,2.6081e+03,4.66,1131.0,386.66,166.30,5739.00,4.518,0.9220,15.954
CONFIRMED,0.8750,0,1,0,3.16877,4.5906e+03,21.42,3559.0,37958.27,4061.90,9107.00,3.867,3.0310,9.958
CONFIRMED,1.0000,0,0,0,4.58900,6.5360e+03,10.63,1308.0,692.13,794.30,6490.00,4.320,1.3070,13.797
CONFIRMED,1.0000,0,0,0,3.21100,8.3490e+02,3.10,879.0,140.92,59.10,5926.00,4.532,0.8870,15.219
CONFIRMED,1.0000,0,0,0,4.93810,9.0200e+02,3.01,530.0,18.70,39.30,5926.00,4.532,0.8870,15.219
FALSE POSITIVE,0.0000,0,1,1,5.31700,1.4679e+03,10.05,262.0,1.12,18.30,3687.00,4.813,0.4400,15.501
FALSE POSITIVE,0.0000,0,0,1,3.31900,2.8350e+02,34.00,1197.0,484.58,35.40,5949.00,4.024,1.7070,13.295
CONFIRMED,1.0000,0,0,0,6.56900,6.7780e+02,4.84,699.0,56.49,33.60,5821.00,4.108,1.4940,14.757
CONFIRMED,0.9970,0,0,0,2.23500,4.9210e+02,2.79,1021.0,257.11,19.30,6320.00,4.347,1.2520,15.399
CONFIRMED,0.8850,0,0,0,5.62400,2.9060e+02,1.64,758.0,78.26,15.60,5959.00,4.460,0.9660,15.160
CONFIRMED,1.0000,0,0,0,3.67160,1.3601e+03,3.07,876.0,139.48,249.70,4957.00,4.594,0.7760,13.698
FALSE POSITIVE,0.0000,1,0,1,5.71400,4.0850e+02,47.75,3271.0,27241.45,100.10,6151.00,3.920,1.9540,14.662
CONFIRMED,0.9940,0,0,0,4.74760,7.6660e+02,2.59,990.0,227.15,43.20,5957.00,4.506,0.9370,15.678
CANDIDATE,0.9970,0,0,0,2.01530,5.8692e+03,6.57,449.0,9.61,79.70,5681.00,4.551,0.8590,15.617
CANDIDATE,,0,0,0,7.10900,9.5920e+03,9.80,139.0,0.09,62.50,5606.00,4.597,0.7600,14.709
FALSE POSITIVE,,0,0,0,7.03300,4.0190e+02,2.36,786.0,90.07,28.30,5903.00,4.546,0.8640,15.172
CONFIRMED,1.0000,0,0,0,3.49670,7.9890e+02,2.28,809.0,101.22,147.20,5551.00,4.508,0.8120,13.771
CONFIRMED,0.9910,0,0,0,3.08220,4.2160e+02,2.41,777.0,86.28,24.60,5334.00,4.372,1.0040,14.678
CONFIRMED,0.9610,0,0,0,2.71600,2.3330e+02,1.52,1200.0,490.13,25.60,5334.00,4.372,1.0040,14.678
CONFIRMED,0.9990,0,0,0,11.53720,8.9830e+02,3.08,350.0,3.53,97.40,5751.00,4.340,1.0340,12.783
CONFIRMED,1.0000,0,0,0,1.77100,3.5230e+02,1.92,1209.0,505.22,34.70,5359.00,4.375,1.0020,14.968
CONFIRMED,1.0000,0,0,0,3.86330,5.2980e+02,2.45,1051.0,288.92,54.30,6321.00,4.434,1.0580,15.067
CONFIRMED,1.0000,0,0,0,2.71440,2.0397e+03,3.67,690.0,53.68,120.90,4743.00,4.516,0.8100,15.223
FALSE POSITIVE,0.0000,0,0,1,8.28060,1.4444e+03,31.01,1306.0,689.48,139.50,6108.00,4.443,0.9740,15.246
CONFIRMED,1.0000,0,0,0,1.24300,1.3007e+03,2.53,486.0,13.18,60.00,4859.00,4.612,0.7200,12.559
FALSE POSITIVE,0.7290,0,1,0,2.44093,3.6719e+04,2.31,181.0,0.26,2981.30,2661.00,5.283,0.1160,13.102
FALSE POSITIVE,0.0000,0,1,0,6.37505,3.7545e+04,15.61,614.0,33.60,1642.20,5383.00,4.587,0.7890,15.513
CANDIDATE,,0,0,0,25.72700,4.1299e+03,18.35,206.0,0.42,83.30,5009.00,3.755,2.2830,13.862
FALSE POSITIVE,0.0000,0,0,1,2.48940,5.8974e+03,268.65,1268.0,612.49,130.00,5415.00,4.603,0.7420,15.929
FALSE POSITIVE,0.0000,0,1,1,3.32080,5.8115e+03,14.49,2378.0,7548.29,603.40,6631.00,4.145,1.6380,13.371
FALSE POSITIVE,0.0000,0,1,0,6.95470,1.2992e+04,23.76,965.0,205.39,2477.00,6208.00,3.959,1.8310,11.115
FALSE POSITIVE,0.0000,0,1,1,12.81640,2.9692e+03,5.67,1118.0,368.33,294.80,5873.00,4.547,0.8630,15.513
FALSE POSITIVE,0.0000,0,1,0,6.58680,7.2401e+03,24.19,764.0,80.37,445.70,7066.00,4.094,1.7610,13.960
FALSE POSITIVE,0.0000,0,1,1,4.02000,5.9890e+02,23.60,1039.0,275.65,36.70,5982.00,4.493,0.9600,15.030
CONFIRMED,1.0000,0,0,0,3.67340,4.6536e+03,8.19,366.0,4.25,54.70,5778.00,4.285,1.2130,15.435
FALSE POSITIVE,0.0000,1,0,1,2.84370,4.5110e+02,1.45,1488.0,1159.62,52.40,4768.00,4.588,0.7110,15.736
CONFIRMED,1.0000,0,0,0,2.30300,4.4860e+02,1.67,618.0,34.55,10.50,4983.00,4.617,0.7280,15.681
CONFIRMED,1.0000,0,0,0,6.22100,5.3640e+02,4.12,915.0,165.30,31.70,5896.00,4.197,1.2400,14.925
CONFIRMED,1.0000,0,0,0,3.01370,3.6300e+02,2.00,865.0,132.46,28.60,5359.00,4.375,1.0020,14.968
FALSE POSITIVE,0.0000,0,0,1,6.60600,4.1530e+02,12.93,919.0,168.44,88.80,3682.00,4.786,0.4800,14.960
CONFIRMED,1.0000,0,0,0,1.72440,5.1150e+02,2.36,840.0,117.33,56.30,5357.00,4.498,0.8630,13.916
CONFIRMED,1.0000,0,0,0,2.70000,6.1400e+01,0.68,991.0,227.69,11.40,5357.00,4.498,0.8630,13.916
CONFIRMED,0.9940,0,0,0,1.93740,5.0300e+02,2.80,957.0,198.67,20.80,6063.00,4.470,1.0010,15.440
FALSE POSITIVE,0.0000,1,0,1,2.27600,2.5470e+02,1.21,1950.0,3419.70,86.30,5346.00,4.621,0.7250,14.507
CONFIRMED,1.0000,0,0,0,0.55320,1.8210e+03,0.78,525.0,18.03,111.40,3292.00,5.215,0.1480,15.920
CONFIRMED,0.0000,0,0,0,0.44450,1.4615e+03,0.76,729.0,66.14,150.40,3292.00,5.215,0.1480,15.920
FALSE POSITIVE,0.0000,0,1,0,4.46180,6.1652e+03,13.95,985.0,222.68,806.50,6211.00,4.269,1.2840,13.794
CONFIRMED,1.0000,0,0,0,0.42790,1.1248e+03,0.66,455.0,10.10,56.90,3292.00,5.215,0.1480,15.920
FALSE POSITIVE,0.0000,0,1,0,3.07626,6.8628e+03,22.36,3060.0,20728.79,1293.10,10816.00,4.086,2.4930,13.234
FALSE POSITIVE,0.0000,0,1,1,3.32080,7.1318e+04,51.86,955.0,196.62,274.90,5730.00,4.417,1.0350,13.361
FALSE POSITIVE,,0,0,0,2.85020,3.0400e+03,35.73,2410.0,7972.18,207.40,6184.00,4.448,1.0380,15.435
FALSE POSITIVE,0.0000,0,1,1,2.43050,1.9266e+03,33.01,1794.0,2450.63,137.50,5962.00,4.479,0.9590,15.686
FALSE POSITIVE,0.0000,1,0,1,10.73810,1.2981e+03,32.66,1252.0,581.11,149.30,6306.00,4.426,1.0760,14.081
FALSE POSITIVE,0.0000,0,1,1,6.85750,5.5360e+03,9.73,706.0,58.71,157.80,5766.00,4.352,1.0770,14.035
FALSE POSITIVE,0.0000,0,1,1,4.96990,1.0390e+03,8.88,1400.0,906.46,124.30,6038.00,4.508,0.9220,14.850
FALSE POSITIVE,0.0000,0,1,0,1.02250,1.0577e+03,27.21,1646.0,1746.78,56.30,5122.00,4.659,0.6550,15.643
CONFIRMED,1.0000,0,0,0,4.42000,1.3466e+03,2.83,437.0,8.60,40.80,5142.00,4.602,0.7550,15.596
CONFIRMED,1.0000,0,0,0,2.41840,8.3130e+02,2.32,594.0,29.53,29.30,5142.00,4.602,0.7550,15.596
CONFIRMED,0.9210,0,0,0,1.10300,1.2820e+02,0.86,1589.0,1503.79,13.20,5142.00,4.602,0.7550,15.596
CONFIRMED,0.9980,0,0,0,4.80270,1.4191e+03,2.19,273.0,1.31,51.80,4016.00,4.658,0.5990,14.995
CANDIDATE,1.0000,0,0,0,3.47690,1.1741e+03,2.58,540.0,20.15,32.30,5310.00,4.608,0.7040,15.406
CONFIRMED,0.9070,0,0,0,4.74000,4.1192e+03,6.39,409.0,6.62,161.50,5618.00,4.460,0.8970,14.232
CONFIRMED,0.9990,0,0,0,4.38230,4.3197e+03,32.60,325.0,2.62,106.20,5618.00,4.460,0.8970,14.232
CONFIRMED,0.9990,0,0,0,1.95880,5.9970e+02,1.50,713.0,61.24,31.10,3883.00,4.725,0.5170,15.840
CONFIRMED,1.0000,0,0,0,1.42790,5.1530e+02,1.79,1361.0,813.30,99.80,4815.00,4.631,0.6990,14.631
CONFIRMED,0.9970,0,0,0,9.99200,2.3788e+03,4.68,298.0,1.85,49.40,5644.00,4.457,0.9690,15.531
CONFIRMED,0.9960,0,0,0,5.14620,1.3100e+02,1.72,1157.0,422.80,33.80,5761.00,4.091,1.5180,13.438
CANDIDATE,1.0000,0,0,0,1.67350,2.6470e+02,1.98,2149.0,5056.88,46.90,5640.00,4.247,1.2330,15.005
CANDIDATE,0.5450,0,0,0,2.31560,2.8220e+02,2.09,1348.0,780.46,29.20,5640.00,4.247,1.2330,15.005
CONFIRMED,1.0000,0,0,0,2.06780,2.6610e+02,1.76,1425.0,974.30,48.90,5534.00,4.338,1.0800,14.466
CONFIRMED,1.0000,0,0,0,0.93930,4.5050e+02,2.96,1088.0,330.84,32.90,5534.00,4.338,1.0800,14.466
CONFIRMED,1.0000,0,0,0,11.72100,4.0930e+02,11.64,1087.0,330.00,60.90,4838.00,3.299,4.3610,12.440
CONFIRMED,0.0980,0,0,0,14.52200,1.8340e+02,5.68,1378.0,852.28,45.30,4838.00,3.299,4.3610,12.440
CONFIRMED,1.0000,0,0,0,2.02060,2.5980e+02,1.38,1131.0,387.43,23.30,5114.00,4.463,0.8780,15.173
CONFIRMED,0.9780,0,0,0,2.90900,2.0260e+02,1.21,851.0,123.96,14.30,5114.00,4.463,0.8780,15.173
CONFIRMED,1.0000,0,0,0,1.91390,2.1090e+02,1.20,1367.0,827.82,22.10,5576.00,4.503,0.8290,15.587
CONFIRMED,0.9940,0,0,0,2.36100,2.4390e+02,1.29,1098.0,343.57,20.60,5576.00,4.503,0.8290,15.587
CONFIRMED,0.9500,0,0,0,2.66100,2.5320e+02,1.31,919.0,168.51,17.40,5576.00,4.503,0.8290,15.587
CONFIRMED,1.0000,0,0,0,4.69190,7.1640e+02,3.11,807.0,100.09,109.30,5788.00,4.323,1.1240,13.837
CONFIRMED,1.0000,0,0,0,2.27460,4.4270e+02,2.18,1212.0,510.26,26.40,5993.00,4.489,0.9860,15.934
CONFIRMED,0.9830,0,0,0,1.64080,3.7980e+02,2.03,1035.0,270.62,15.20,5993.00,4.489,0.9860,15.934
CONFIRMED,1.0000,0,0,0,4.52200,8.0310e+02,2.26,563.0,23.82,26.20,5296.00,4.538,0.8080,15.956
CONFIRMED,1.0000,0,0,0,3.04790,7.0560e+02,2.13,808.0,100.88,32.10,5296.00,4.538,0.8080,15.956
CONFIRMED,1.0000,0,0,0,2.30240,1.0707e+03,2.11,540.0,20.15,40.30,4463.00,4.677,0.6110,15.415
CONFIRMED,1.0000,0,0,0,2.08310,9.0890e+02,2.08,416.0,7.09,21.30,4463.00,4.677,0.6110,15.415
CONFIRMED,0.9960,0,0,0,4.16800,1.5436e+03,2.63,277.0,1.40,27.50,4463.00,4.677,0.6110,15.415
CANDIDATE,0.9980,0,0,0,7.56460,5.0879e+03,7.79,241.0,0.80,197.90,5597.00,4.515,0.9310,13.460
CONFIRMED,1.0000,0,0,0,4.14800,4.2850e+02,2.68,946.0,189.35,34.50,5616.00,4.394,0.9990,15.017
CANDIDATE,1.0000,0,0,0,5.17720,3.2156e+03,8.48,415.0,6.98,163.20,6102.00,4.447,1.0160,13.750
FALSE POSITIVE,0.0000,0,1,1,1.78950,2.3880e+02,1.88,1460.0,1073.04,32.00,6358.00,4.346,1.1810,14.521
CONFIRMED,1.0000,0,0,0,4.64830,7.3780e+02,3.24,1115.0,365.53,201.10,5746.00,4.266,1.1730,13.494
FALSE POSITIVE,0.0000,0,0,1,2.72150,2.9270e+02,1.71,857.0,127.84,27.40,6092.00,4.471,0.9980,14.503
CONFIRMED,1.0000,0,0,0,5.56770,3.1640e+02,1.98,864.0,131.94,48.30,6387.00,4.410,1.1050,14.200
CONFIRMED,0.9100,0,0,0,4.01400,3.9400e+02,1.81,539.0,20.03,14.60,5576.00,4.503,0.8290,15.587
CONFIRMED,0.9990,0,0,0,3.57290,7.8080e+02,3.35,513.0,16.35,33.00,5514.00,4.345,1.0710,14.775
CONFIRMED,1.0000,0,0,0,2.33510,5.6460e+02,2.88,667.0,46.93,28.70,5514.00,4.345,1.0710,14.775
CONFIRMED,0.9970,0,0,0,9.55740,1.0833e+03,3.40,376.0,4.75,83.10,5657.00,4.364,1.0460,13.709
CONFIRMED,1.0000,0,0,0,5.55450,4.2920e+02,3.00,730.0,66.96,42.80,5655.00,4.152,1.3540,13.971
CONFIRMED,1.0000,0,0,0,3.75100,7.0790e+02,2.11,678.0,49.87,27.80,5296.00,4.538,0.8080,15.956
